path	bytes	sha256	width	height	format
ships/recycler_ship.png	743259	87bf7f4cc5d0ae4c57267e96e41056a19e01e3cefc90a14bae640b98e970617d	1024	1024	PNG
ships/scout_ship.png	580769	a16c0516d8959bf4ef28b0c5d58a981af4dc41c9c84d9e564dda958cfeae4515	1024	1024	PNG
buildings/command_center_sheet.png	879717	3f4e3a1ce1c752f0d871f5d381c23cb52b221acd069275d4852daf94211f7575	2048	512	PNG
buildings/crystal_refinery_sheet.png	1087674	7f23fa6a30de657aebab09d421d64dccd573bd7392200f34257d88a757ce9556	2048	512	PNG
buildings/defense_platform_sheet.png	1057054	8cfb3fbccf3b816df83c8fc5cb8b8cf3b405364d8a5b7f7386a3c525e74d3a3f	2048	512	PNG
buildings/gas_extractor_sheet.png	897879	15d39562aa67f714918e6ca235a1e34be97c8b2cca4a76ab8d504fa9b1a921fc	2048	512	PNG
buildings/metal_extractor_sheet.png	1063839	a7c853f9e6505a4a4edeec34633d6af9c8d068872b30d6376dc14a12854e6ee1	2048	512	PNG
buildings/research_lab_sheet.png	499630	76cc517ad23387d564e66267a5a682ff301c88755d7e29364d4740ca0eabafbb	2048	512	PNG
buildings/shipyard_sheet.png	1030178	a11c5b7e216d62bbd44c745f237b37e168e73e8d9b34e0842a4b591df1339658	2048	512	PNG
buildings/solar_plant_sheet.png	973703	08027933e8405e61ae4494ba3275625ff4826071c7a4e97725da28d8ea179704	2048	512	PNG
backgrounds/galaxy_background.png	2727739	5a12b7c982648ef4b25f04b0251964efc589d7b210611f6461c9ecaab4430505	1920	1080	PNG
backgrounds/system_background.png	2043160	9e39f7e6acd74ee0a3e798c4877915bc9eeb99682704739e636cd87347f1bcb3	1920	1080	PNG
preview/asset_pack_overview.png	1846125	9a2a172fedab40d3de76ea90b056cfee8bfe11553a2520a152065987bab504c0	1920	1080	PNG
manifest.md	2282	a8a4b275374413e2362814bff83bb93a041b71b19987a752e9e6e5264f78f9d9			
